Rank,Name,Country,Inns,Not out,BattingAverage,run_against,total_out,others_avg,Norm_avg,ROO Score
1986,Zafar Ansari,England,5,0,9.8,4568,134,34.09,-24.29,-121.45
1987,Alamgir Kabir,Bangladesh,5,1,2,3593,111,32.37,-30.37,-121.48
1988,Wally Edwards,Australia,6,0,11.33,4012,127,31.59,-20.26,-121.56
1989,Jack Dunning,New Zealand,6,1,7.6,4606,144,31.99,-24.39,-121.93
1990,Tino Mawoyo,Zimbabwe,22,1,29.28,10775,307,35.10,-5.82,-122.17
1991,Bob Newson,South Africa,5,1,7.5,4758,125,38.06,-30.56,-122.26
1992,Srikar Bharat,India,12,1,20.09,7866,252,31.21,-11.12,-122.37
1993,Steve Rhodes,England,17,5,24.5,11312,326,34.70,-10.20,-122.39
1994,Jim Sims,England,4,0,4,5191,150,34.61,-30.61,-122.43
1995,Geoff Chubb,South Africa,9,3,10.5,5410,175,30.91,-20.41,-122.49
1996,Umar Amin,Pakistan,8,0,12.37,4238,153,27.70,-15.33,-122.63
1997,Gregor Macgregor,England,11,3,12,6754,247,27.34,-15.34,-122.75
1998,Brendan Nash,West Indies,33,0,33.42,17530,472,37.14,-3.72,-122.75
1999,Dennis Dyer,South Africa,6,0,16,4493,123,36.53,-20.53,-123.17
2000,Vishaul Singh,West Indies,6,0,10.5,3913,126,31.06,-20.56,-123.33
2001,Richard Snell,South Africa,8,1,13.57,5462,175,31.21,-17.64,-123.49
2002,Manzoor Elahi,Pakistan,10,2,15.37,5794,188,30.82,-15.45,-123.59
2003,David Allan,West Indies,7,1,12.5,5596,169,33.11,-20.61,-123.67
2004,Ajay Jadeja,India,24,2,26.18,11769,370,31.81,-5.63,-123.82
2005,Jackie Botten,South Africa,6,0,10.83,4259,135,31.55,-20.72,-124.31
2006,John Nyumbu,Zimbabwe,6,1,7.6,4189,129,32.47,-24.87,-124.36
2007,Nic Maddinson,Australia,4,0,6.75,4469,118,37.87,-31.12,-124.49
2008,Gavin Robertson,Australia,7,0,20,5598,148,37.82,-17.82,-124.77
2009,George Dickinson,New Zealand,5,0,6.2,3927,126,31.17,-24.97,-124.83
2010,Dick Westcott,South Africa,9,0,18.44,4977,154,32.32,-13.88,-124.90
2011,Jack O Connor,England,7,0,21.85,6235,157,39.71,-17.86,-125.04
2012,Brijesh Patel,India,38,5,29.45,17520,527,33.24,-3.79,-125.23
2013,Mahbubul Alam,Bangladesh,7,3,1.25,4466,137,32.60,-31.35,-125.39
2014,Mikyle Louis,West Indies,16,0,21.68,6471,219,29.55,-7.87,-125.89
2015,Imran Butt,Pakistan,10,0,17.8,5714,188,30.39,-12.59,-125.94
2016,Ted Mcdonald,Australia,12,5,16.57,10867,314,34.61,-18.04,-126.27
2017,Commandur Rangachari,India,6,3,2.66,5825,130,44.81,-42.15,-126.44
2018,Sadu Shinde,India,11,5,14.16,7579,215,35.25,-21.09,-126.55
2019,Andy Roberts,New Zealand,12,1,23.09,7199,208,34.61,-11.52,-126.73
2020,Alan Ward,England,6,1,8,5677,170,33.39,-25.39,-126.97
2021,Simon Harmer,South Africa,14,2,18.41,7974,275,29.00,-10.59,-127.04
2022,Faheem Ashraf,Pakistan,27,1,26.42,14497,463,31.31,-4.89,-127.17
2023,Jimmy Matthews,Australia,10,1,17,6352,204,31.14,-14.14,-127.24
2024,Rajindra Dhanraj,West Indies,4,0,4.25,5375,149,36.07,-31.82,-127.30
2025,Sheldon Cottrell,West Indies,4,0,2.75,3181,92,34.58,-31.83,-127.30
2026,Mohammad Talha,Pakistan,5,1,8.5,5569,138,40.36,-31.86,-127.42
2027,Sewnarine Chattergoon,West Indies,7,0,18.14,5387,148,36.40,-18.26,-127.81
2028,Yasir Ali,Bangladesh,11,1,20.5,6492,195,33.29,-12.79,-127.92
2029,Denis Begbie,South Africa,7,0,19.71,5930,156,38.01,-18.30,-128.12
2030,Affie Jarvis,Australia,21,3,16.83,7619,318,23.96,-7.13,-128.32
2031,Andy Balbirnie,Ireland,18,1,23.58,7972,256,31.14,-7.56,-128.53
2032,Charles Jones,West Indies,7,0,9,4161,152,27.38,-18.38,-128.63
2033,Ian Ward,England,9,1,16.12,5345,166,32.20,-16.08,-128.63
2034,Anwar Hussain,Pakistan,6,0,7,3503,123,28.48,-21.48,-128.88
2035,Nehemiah Perry,West Indies,7,1,12.33,5006,148,33.82,-21.49,-128.97
2036,Paul Barton,New Zealand,14,0,20.35,6062,205,29.57,-9.22,-129.09
2037,Ralph Legall,West Indies,5,0,10,5373,150,35.82,-25.82,-129.10
2038,Sidath Wettimuny,Sri Lanka,43,1,29.07,18227,567,32.15,-3.08,-129.21
2039,Mohammad Irfan,Pakistan,7,2,5.6,4667,148,31.53,-25.93,-129.67
2040,Edwin St Hill,West Indies,4,0,4.5,3878,105,36.93,-32.43,-129.73
2041,Len Maddocks,Australia,12,2,17.7,6538,213,30.69,-12.99,-129.95
2042,Ajit De Silva,Sri Lanka,7,2,8.2,5335,156,34.20,-26.00,-129.99
2043,Joe Cox,South Africa,6,1,3.4,3563,121,29.45,-26.05,-130.23
2044,Murray Commins,Ireland,4,0,1.5,3251,95,34.22,-32.72,-130.88
2045,Parthasarthi Sharma,India,10,0,18.7,4965,156,31.83,-13.13,-131.27
2046,Usman Afzaal,England,6,1,16.6,4759,111,42.87,-26.27,-131.37
2047,Bob Massie,Australia,8,1,11.14,6074,203,29.92,-18.78,-131.47
2048,Nurul Hasan,Bangladesh,21,1,22,9458,331,28.57,-6.57,-131.48
2049,Steve Watkin,England,5,0,5,3921,125,31.37,-26.37,-131.84
2050,Robin Peterson,South Africa,20,3,27.29,14230,406,35.05,-7.76,-131.91
2051,Thami Tsolekile,South Africa,5,0,9.4,4405,123,35.81,-26.41,-132.07
2052,Ryan Burl,Zimbabwe,5,0,4.8,3635,116,31.34,-26.54,-132.68
2053,Kerry Walmsley,New Zealand,5,0,2.6,3825,131,29.20,-26.60,-132.99
2054,Alan Moss,England,7,1,10.16,8257,255,32.38,-22.22,-133.32
2055,Bobjee Narasimha Rao,India,6,1,9.2,5205,145,35.90,-26.70,-133.48
2056,Vallance Jupp,England,13,1,17.33,6820,239,28.54,-11.21,-134.47
2057,Dick Howorth,England,10,2,18.12,6118,175,34.96,-16.84,-134.72
2058,George Rowe,South Africa,9,3,4.33,4607,172,26.78,-22.45,-134.73
2059,Ranji Hordern,Australia,13,2,23.09,8027,227,35.36,-12.27,-134.98
2060,Johnny Douglas,England,35,2,29.15,18883,568,33.24,-4.09,-135.13
2061,Rob Bailey,England,8,0,14.87,4639,146,31.77,-16.90,-135.23
2062,Michael Bevan,Australia,30,3,29.07,15608,458,34.08,-5.01,-135.23
2063,Abe Waddington,England,4,0,4,3970,105,37.81,-33.81,-135.24
2064,Sadanand Viswanath,India,5,0,6.2,4296,129,33.30,-27.10,-135.51
2065,Len Darling,Australia,18,1,27.88,11405,318,35.86,-7.98,-135.74
2066,Greg Campbell,Australia,4,0,2.5,5648,155,36.44,-33.94,-135.75
2067,Hemu Adhikari,India,36,8,31.14,18067,502,35.99,-4.85,-135.80
2068,Mark Ealham,England,13,3,21,7885,228,34.58,-13.58,-135.83
2069,Dane Vilas,South Africa,9,0,10.44,4547,178,25.54,-15.10,-135.94
2070,John Inverarity,Australia,11,1,17.4,6385,206,31.00,-13.60,-135.95
2071,Edwin Evans,Australia,10,2,10.25,5342,196,27.26,-17.01,-136.04
2072,Adrian Griffith,West Indies,27,1,24.53,10627,357,29.77,-5.24,-136.18
2073,Ajit Wadekar,India,71,3,31.07,29969,906,33.08,-2.01,-136.57
2074,Tendai Chisoro,Zimbabwe,5,0,5.4,3701,113,32.75,-27.35,-136.76
2075,Ag Milkha Singh,India,6,0,15.33,5149,135,38.14,-22.81,-136.86
2076,Lahiru Gamage,Sri Lanka,8,4,1.5,6406,179,35.79,-34.29,-137.15
2077,Ranjith Madurasinghe,Sri Lanka,6,1,4.8,4029,125,32.23,-27.43,-137.16
2078,John Traicos,Zimbabwe,6,2,2.75,8010,216,37.08,-34.33,-137.33
2079,Malinga Bandara,Sri Lanka,11,3,15.5,7949,243,32.71,-17.21,-137.70
2080,Anton Murray,South Africa,14,1,22.23,9453,288,32.82,-10.59,-137.71
2081,Hugh Massie,Australia,16,0,15.56,6356,263,24.17,-8.61,-137.72
2082,Arthur Fielder,England,12,5,11.14,6688,217,30.82,-19.68,-137.76
2083,Heinrich Klaasen,South Africa,8,0,13,4387,145,30.26,-17.26,-138.04
2084,Kirk Edwards,West Indies,32,1,31.8,15952,440,36.25,-4.45,-138.09
2085,Roshan Jurangpathy,Sri Lanka,4,0,0.25,3410,98,34.80,-34.55,-138.18
2086,Ernie Hayes,England,9,1,10.75,4877,174,28.03,-17.28,-138.23
2087,Gareth Hopkins,New Zealand,7,1,11.83,5022,144,34.88,-23.05,-138.27
2088,Nahid Rana,Bangladesh,10,5,2.6,6177,204,30.28,-27.68,-138.40
2089,Dom Bess,England,19,5,22.78,12385,379,32.68,-9.90,-138.57
2090,Abbas Ali Baig,India,18,0,23.77,9229,293,31.50,-7.73,-139.11
2091,Frank Mitchell,South Africa,6,0,4.66,4498,161,27.94,-23.28,-139.67
2092,Ted A Beckett,Australia,7,0,20.42,6265,155,40.42,-20.00,-140.00
2093,Ainsley Ndlovu,Zimbabwe,4,0,2.25,3577,96,37.26,-35.01,-140.04
2094,John Warr,England,4,0,1,3566,99,36.02,-35.02,-140.08
2095,Gary Cosier,Australia,32,1,28.93,16192,484,33.45,-4.52,-140.26
2096,Heino Kuhn,South Africa,8,0,14.12,4975,157,31.69,-17.57,-140.54
2097,Ranjan Madugalle,Sri Lanka,39,4,29.4,17718,530,33.43,-4.03,-141.06
2098,Fahim Muntasir,Bangladesh,6,0,8.66,3798,118,32.19,-23.53,-141.16
2099,William Ling,South Africa,10,0,16.8,5875,190,30.92,-14.12,-141.21
2100,David Lawrence,England,6,0,10,6013,179,33.59,-23.59,-141.55
2101,Graeme Hole,Australia,33,2,25.45,14499,483,30.02,-4.57,-141.63
2102,Peter Mcalister,Australia,16,1,16.8,7036,268,26.25,-9.45,-141.81
2103,Chris Cowdrey,England,8,1,14.42,6593,190,34.70,-20.28,-141.96
2104,Mark Gillespie,New Zealand,8,1,10.85,5390,173,31.16,-20.31,-142.14
2105,Ag Kripal Singh,India,20,5,28.13,14104,375,37.61,-9.48,-142.21
2106,Malcolm Hilton,England,6,1,7.4,4840,135,35.85,-28.45,-142.26
2107,Abdur Rauf,Pakistan,6,0,8.66,4212,130,32.40,-23.74,-142.44
2108,Ijaz Butt,Pakistan,16,2,19.92,6833,227,30.10,-10.18,-142.54
2109,Rony Stanyforth,England,6,1,2.6,4926,158,31.18,-28.58,-142.89
2110,Punch Philipson,England,8,1,9,5119,174,29.42,-20.42,-142.94
2111,Kc Ibrahim,India,8,0,21.12,6514,167,39.01,-17.89,-143.09
2112,Chamara Dunusinghe,Sri Lanka,10,0,16,5433,179,30.35,-14.35,-143.52
2113,Murray Parker,New Zealand,6,0,14.83,4769,123,38.77,-23.94,-143.65
2114,Johannes Kotze,South Africa,5,0,0.4,3563,122,29.20,-28.80,-144.02
2115,Roger Wijesuriya,Sri Lanka,7,2,4.4,4490,135,33.26,-28.86,-144.30
2116,Tom Emmett,England,13,1,13.33,5709,225,25.37,-12.04,-144.52
2117,Paul Winslow,South Africa,9,0,20.66,5767,157,36.73,-16.07,-144.65
2118,Jack Richards,England,13,0,21.92,8100,245,33.06,-11.14,-144.84
2119,Terry Jarvis,New Zealand,22,1,29.76,11877,324,36.66,-6.90,-144.85
2120,John Campbell,West Indies,40,6,26.11,16979,559,30.37,-4.26,-144.97
2121,Brendon Julian,Australia,9,1,16,7421,217,34.20,-18.20,-145.59
2122,Jason Gallian,England,6,0,12.33,4136,113,36.60,-24.27,-145.63
2123,Sunil Narine,West Indies,7,2,8,7073,190,37.23,-29.23,-146.13
2124,William Somerville,New Zealand,10,2,14.37,6692,205,32.64,-18.27,-146.19
2125,Peter Smith,England,5,0,6.6,4447,124,35.86,-29.26,-146.31
2126,Robin Hobbs,England,8,3,6.8,7358,204,36.07,-29.27,-146.34
2127,Mohammad Shahid,Bangladesh,6,1,11.4,5615,138,40.69,-29.29,-146.44
2128,Sanath Kaluperuma,Sri Lanka,8,0,11,4308,147,29.31,-18.31,-146.45
2129,Alvin Greenidge,West Indies,10,0,22.2,6448,175,36.85,-14.65,-146.46
2130,Don Wilson,England,7,1,12.5,6939,188,36.91,-24.41,-146.46
2131,Natsai M Shangwe,Zimbabwe,4,0,2,4097,106,38.65,-36.65,-146.60
2132,Roy Kaia,Zimbabwe,6,0,9.83,3907,114,34.27,-24.44,-146.65
2133,Sameer Dighe,India,10,1,15.66,7195,225,31.98,-16.32,-146.86
2134,Abhinav Mukund,India,14,0,22.85,7419,222,33.42,-10.57,-147.96
2135,John Gunn,England,10,2,10.62,5969,205,29.12,-18.50,-147.98
2136,Kevin Kasuza,Zimbabwe,12,1,22.63,7110,197,36.09,-13.46,-148.08
2137,Stuart Matsikenyeri,Zimbabwe,16,1,23.4,7453,224,33.27,-9.87,-148.08
2138,Nijat Masood,Afghanistan,6,1,3.2,4206,128,32.86,-29.66,-148.30
2139,David Larter,England,7,2,3.2,9595,292,32.86,-29.66,-148.30
2140,Subrata Guha,India,7,2,3.4,5823,176,33.09,-29.69,-148.43
2141,Jack Young,England,10,5,5.6,8434,239,35.29,-29.69,-148.44
2142,Sohail Khan,Pakistan,12,2,25.2,10653,266,40.05,-14.85,-148.49
2143,Freddie Calthorpe,England,7,0,18.42,6302,159,39.64,-21.22,-148.51
2144,Nasir Hossain,Bangladesh,32,2,34.8,18643,469,39.75,-4.95,-148.52
2145,Lucky Denton,England,22,1,20.19,8645,317,27.27,-7.08,-148.71
2146,Richard Blakey,England,4,0,1.75,3666,94,39.00,-37.25,-149.00
2147,Ian Bradshaw,West Indies,8,1,13.71,5426,155,35.01,-21.30,-149.08
2148,Yashpal Sharma,India,59,11,33.45,28484,779,36.56,-3.11,-149.51
2149,Dion Myers,Zimbabwe,8,0,20.25,4440,114,38.95,-18.70,-149.58
2150,Zahir Khan,Afghanistan,11,6,1.6,6241,198,31.52,-29.92,-149.60
2151,George Studd,England,7,0,4.42,3922,152,25.80,-21.38,-149.68
2152,John Mortimore,England,12,2,24.3,9348,238,39.28,-14.98,-149.77
2153,Morice Bird,England,16,1,18.66,8517,297,28.68,-10.02,-150.25
2154,Olly Stone,England,10,1,11.33,5185,185,28.03,-16.70,-150.27
2155,Mohammad Nabi,Afghanistan,6,0,5.5,3668,120,30.57,-25.07,-150.40
2156,Craig Evans,Zimbabwe,6,0,8.66,3948,117,33.74,-25.08,-150.50
2157,Alfie Binns,West Indies,8,1,9.14,5456,178,30.65,-21.51,-150.58
2158,James Marshall,New Zealand,11,0,19.81,6667,199,33.50,-13.69,-150.62
2159,Rick Darling,Australia,27,1,26.8,12290,377,32.60,-5.80,-150.79
2160,Zahid Mahmood,Pakistan,7,2,4,5568,163,34.16,-30.16,-150.80
2161,Bill Storer,England,11,0,19.54,6655,200,33.28,-13.74,-151.09
2162,Mehrab Hossain Jnr,Bangladesh,13,1,20.25,6930,211,32.84,-12.59,-151.12
2163,Derek Varnals,South Africa,6,0,16.16,4638,112,41.41,-25.25,-151.50
2164,Dwayne Smith,West Indies,14,1,24.61,9547,263,36.30,-11.69,-151.97
2165,Jason Holder,West Indies,123,20,29.83,52219,1668,31.31,-1.48,-152.06
2166,Prince Masvaure,Zimbabwe,17,1,27,8874,243,36.52,-9.52,-152.30
2167,Nipper Nicholson,South Africa,8,1,10.85,4735,145,32.66,-21.81,-152.64
2168,Gerry Hazlitt,Australia,12,4,11.12,7321,242,30.25,-19.13,-153.06
2169,Billy Midwinter,Australia,14,1,13.38,8160,324,25.19,-11.81,-153.47
2170,Jacobus Duminy,South Africa,6,0,5,3792,124,30.58,-25.58,-153.48
2171,Wiaan Mulder,South Africa,29,3,22.65,12993,455,28.56,-5.91,-153.56
2172,Haseeb Hameed,England,19,1,24.38,9578,291,32.91,-8.53,-153.61
2173,Richmond Mutumbami,Zimbabwe,12,1,19.72,7075,210,33.69,-13.97,-153.68
2174,Todd Murphy,Australia,10,1,13.55,6095,199,30.63,-17.08,-153.70
2175,Kirk Mckenzie,West Indies,12,0,16.91,6033,203,29.72,-12.81,-153.71
2176,Headley Keith,South Africa,16,1,21.2,7862,250,31.45,-10.25,-153.72
2177,Tim Curtis,England,9,0,15.55,5158,158,32.65,-17.10,-153.86
2178,Samit Patel,England,9,0,16.77,6807,201,33.87,-17.10,-153.86
2179,Billy Wade,South Africa,19,1,28.38,11412,309,36.93,-8.55,-153.94
2180,Phil Horne,New Zealand,7,0,10.14,4469,139,32.15,-22.01,-154.08
2181,Algy Gehrs,Australia,11,0,20.09,6686,196,34.11,-14.02,-154.24
2182,James Pattinson,Australia,25,9,26.06,20077,562,35.72,-9.66,-154.63
2183,Rajat Patidar,India,6,0,10.5,4574,126,36.30,-25.80,-154.81
2184,Fred Ridgway,England,6,0,8.16,5641,166,33.98,-25.82,-154.93
2185,Oshada Fernando,Sri Lanka,37,4,33.06,20581,545,37.76,-4.70,-155.21
2186,Milton Shumba,Zimbabwe,8,0,13.87,4328,130,33.29,-19.42,-155.38
2187,Graham Hume,Ireland,6,1,7.2,4684,122,38.39,-31.19,-155.97
2188,Thisara Perera,Sri Lanka,10,0,20.3,6614,184,35.95,-15.65,-156.46
2189,Shamsur Rahman,Bangladesh,12,0,25.41,7160,186,38.49,-13.08,-157.02
2190,Walter Giffen,Australia,6,0,1.83,3500,125,28.00,-26.17,-157.02
2191,Grant Elliott,New Zealand,9,1,10.75,5260,173,30.40,-19.65,-157.24
2192,Robert Anderson,New Zealand,18,0,23.5,8158,253,32.25,-8.75,-157.41
2193,Javed Burki,Pakistan,48,4,30.47,19818,582,34.05,-3.58,-157.59
2194,Dane Paterson,South Africa,11,3,12.62,7338,227,32.33,-19.71,-157.65
2195,Bob Wyatt,England,64,6,31.7,32182,935,34.42,-2.72,-157.72
2196,Shahadat Hossain,Bangladesh,12,0,15.83,5945,205,29.00,-13.17,-158.04
2197,Eric Tindill,New Zealand,9,1,9.12,4692,162,28.96,-19.84,-158.74
2198,Arthur Mcintyre,England,6,0,3.16,3765,127,29.65,-26.49,-158.91
2199,Richard De Groen,New Zealand,10,4,7.5,5679,167,34.01,-26.51,-159.04
2200,Claude Buckenham,England,7,0,6.14,4678,162,28.88,-22.74,-159.16
2201,Bill Merritt,New Zealand,8,1,10.42,5837,176,33.16,-22.74,-159.21
2202,Arun Lal,India,29,1,26.03,13609,429,31.72,-5.69,-159.39
2203,Jahurul Islam,Bangladesh,14,1,26.69,8340,214,38.97,-12.28,-159.67
2204,Iftikhar Ahmed,Pakistan,6,1,12.2,5621,127,44.26,-32.06,-160.30
2205,George Bonnor,Australia,30,0,17.06,9636,430,22.41,-5.35,-160.48
2206,Chester Watson,West Indies,6,1,2.4,7528,218,34.53,-32.13,-160.66
2207,Gordon Leggat,New Zealand,18,2,21.93,6943,217,32.00,-10.07,-161.05
2208,Denis Atkinson,West Indies,35,6,31.79,21737,582,37.35,-5.56,-161.21
2209,Sylvester Joseph,West Indies,10,0,14.7,5119,166,30.84,-16.14,-161.37
2210,M K Mantri,India,8,1,9.57,5091,156,32.63,-23.06,-161.45
2211,Ormy Pearse,South Africa,6,0,9.16,4509,125,36.07,-26.91,-161.47
2212,Lindsay Kline,Australia,16,9,8.28,11507,367,31.35,-23.07,-161.52
2213,Gus Atkinson,England,16,1,23.46,11306,330,34.26,-10.80,-162.01
2214,Basit Ali,Pakistan,33,1,26.81,15115,474,31.89,-5.08,-162.50
2215,Tom Veivers,Australia,30,4,31.26,19471,519,37.52,-6.26,-162.67
2216,Robin Jackman,England,6,0,7,5049,148,34.11,-27.11,-162.69
2217,Norman Gordon,South Africa,6,2,2,6855,160,42.84,-40.84,-163.38
2218,Shoaib Malik,Pakistan,60,6,35.14,32939,863,38.17,-3.03,-163.51
2219,Willie Rodriguez,West Indies,7,0,13.71,6103,164,37.21,-23.50,-164.52
2220,Bob Barber,England,45,3,35.59,25405,643,39.51,-3.92,-164.64
2221,Mark Stoneman,England,20,1,27.68,10477,288,36.38,-8.70,-165.27
2222,James Kirtley,England,7,1,5.33,5165,157,32.90,-27.57,-165.41
2223,Nari Contractor,India,52,1,31.58,25038,719,34.82,-3.24,-165.41
2224,Elias Sunny,Bangladesh,6,1,7.6,5820,143,40.70,-33.10,-165.50
2225,Ken Shuttleworth,England,6,0,7.66,6085,172,35.38,-27.72,-166.31
2226,Tommy Andrews,Australia,23,1,26.9,12789,371,34.47,-7.57,-166.58
2227,Harry Donnan,Australia,10,1,8.33,4729,176,26.87,-18.54,-166.85
2228,Upul Chandana,Sri Lanka,24,1,26.78,15118,444,34.05,-7.27,-167.20
2229,Harry Boyle,Australia,16,4,12.75,8913,334,26.69,-13.94,-167.23
2230,Naushad Ali,Pakistan,11,0,14.18,5794,197,29.41,-15.23,-167.54
2231,Sajedul Islam,Bangladesh,6,0,3,3835,124,30.93,-27.93,-167.56
2232,James Mccollum,Ireland,12,1,18.09,6500,195,33.33,-15.24,-167.68
2233,Michael Owens,New Zealand,12,6,2.66,7283,237,30.73,-28.07,-168.42
2234,Shamar Joseph,West Indies,16,3,14.3,7116,261,27.26,-12.96,-168.54
2235,Jo Angel,Australia,7,1,5.83,5190,153,33.92,-28.09,-168.55
2236,Bill Lockwood,England,16,3,17.76,9817,319,30.77,-13.01,-169.19
2237,Tatenda Taibu,Zimbabwe,54,3,30.31,23170,689,33.63,-3.32,-169.24
2238,Tommy Scott,West Indies,13,3,17.1,7690,226,34.03,-16.93,-169.27
2239,Tom Hartley,England,10,0,18.5,6414,181,35.44,-16.94,-169.36
2240,Rahkeem Cornwall,West Indies,17,3,18.64,9222,300,30.74,-12.10,-169.40
2241,Greg Ritchie,Australia,53,5,35.2,25368,655,38.73,-3.53,-169.43
2242,Marcus Harris,Australia,26,2,25.29,12391,383,32.35,-7.06,-169.50
2243,Ted Wainwright,England,9,0,14.66,5627,168,33.49,-18.83,-169.51
2244,Philo Wallace,West Indies,13,0,21.46,7108,206,34.50,-13.04,-169.58
2245,Darrin Murray,New Zealand,16,1,20.2,7342,233,31.51,-11.31,-169.66
2246,Barney Rogers,Zimbabwe,8,0,11.25,4450,137,32.48,-21.23,-169.85
2247,Susil Fernando,Sri Lanka,10,0,11.2,4821,171,28.19,-16.99,-169.93
2248,Owais Shah,England,10,0,26.9,7246,165,43.92,-17.02,-170.15
2249,Jack Siedle,South Africa,34,0,28.73,14643,434,33.74,-5.01,-170.33
2250,Jahangir Khan,India,7,0,5.57,5241,175,29.95,-24.38,-170.65
2251,Ed Cowan,Australia,32,0,31.28,16781,458,36.64,-5.36,-171.51
2252,Alf Hall,South Africa,8,2,1.83,7061,232,30.44,-28.61,-171.63
2253,Tom Cartwright,England,7,2,5.2,6564,166,39.54,-34.34,-171.71
2254,Walter Robins,England,27,4,26.6,17212,505,34.08,-7.48,-172.11
2255,Israr Ali,Pakistan,8,1,4.71,4252,145,29.32,-24.61,-172.30
2256,Aaron Redmond,New Zealand,16,1,21.66,7293,220,33.15,-11.49,-172.35
2257,Pervez Sajjad,Pakistan,20,11,13.66,16385,498,32.90,-19.24,-173.17
2258,Martin Mccague,England,5,0,4.2,4818,124,38.85,-34.65,-173.27
2259,Xavier Marshall,West Indies,12,0,20.25,7185,207,34.71,-14.46,-173.52
2260,Corey Anderson,New Zealand,22,1,32.52,13989,343,40.78,-8.26,-173.55
2261,Gary Brent,Zimbabwe,6,0,5.83,4867,140,34.76,-28.93,-173.61
2262,Gerhardus Liebenberg,South Africa,8,0,13,5693,164,34.71,-21.71,-173.71
2263,David Ogilvie,Australia,10,0,17.8,6334,180,35.19,-17.39,-173.89
2264,Barberton Halliwell,South Africa,15,0,12.53,5918,245,24.16,-11.63,-174.38
2265,Bill Brockwell,England,12,0,16.83,6847,218,31.41,-14.58,-174.94
2266,Laxman Sivaramakrishnan,India,9,1,16.25,9936,260,38.22,-21.97,-175.72
2267,Jim Smith,England,10,0,10.2,4700,169,27.81,-17.61,-176.11
2268,Eric Davies,South Africa,8,3,1.8,5824,157,37.10,-35.30,-176.48
2269,Tom Dollery,England,7,0,10.28,5290,149,35.50,-25.22,-176.56
2270,Craig Serjeant,Australia,23,1,23.72,10605,334,31.75,-8.03,-176.69
2271,Kruger Van Wyk,New Zealand,17,1,21.31,8995,278,32.36,-11.05,-176.74
2272,Alex Tudor,England,16,4,19.08,9534,282,33.81,-14.73,-176.74
2273,Claude Newberry,South Africa,8,0,7.75,4448,149,29.85,-22.10,-176.82
2274,Matthew Maynard,England,8,0,10.87,4915,149,32.99,-22.12,-176.93
2275,Dav Whatmore,Australia,13,0,22.53,7373,204,36.14,-13.61,-176.96
2276,Abdul Kardar,Pakistan,37,3,24.91,17773,590,30.12,-5.21,-177.27
2277,Rob Key,England,26,1,31,14665,385,38.09,-7.09,-177.27
2278,Tarisai Musakanda,Zimbabwe,9,0,14.88,5464,158,34.58,-19.70,-177.32
2279,George Giffen,Australia,53,0,23.35,19869,744,26.71,-3.36,-177.85
2280,Sunil Ambris,West Indies,12,1,15.09,6007,192,31.29,-16.20,-178.16
2281,Brett Schultz,South Africa,8,2,1.5,7460,239,31.21,-29.71,-178.28
2282,Will O Rourke,New Zealand,18,12,3,10215,312,32.74,-29.74,-178.44
2283,Saleem Yousuf,Pakistan,44,5,27.05,24390,771,31.63,-4.58,-178.79
2284,Vasant Ranjane,India,9,3,6.66,8280,227,36.48,-29.82,-178.89
2285,Bill Bowes,England,11,5,4.66,13621,395,34.48,-29.82,-178.94
2286,Willie Watson,England,37,3,25.85,17237,554,31.11,-5.26,-178.97
2287,Mike Veletta,Australia,11,0,18.81,7761,221,35.12,-16.31,-179.38
2288,Laurie Mayne,Australia,11,3,9.5,6777,212,31.97,-22.47,-179.74
2289,Grant Bradburn,New Zealand,10,2,13.12,7311,205,35.66,-22.54,-180.35
2290,Praveen Kumar,India,10,0,14.9,6729,204,32.99,-18.09,-180.85
2291,Bernard Julien,West Indies,34,6,30.92,22317,597,37.38,-6.46,-180.93
2292,Mark Vermeulen,Zimbabwe,18,0,24.94,8575,245,35.00,-10.06,-181.08
2293,Tahir Naqqash,Pakistan,19,5,21.42,13296,387,34.36,-12.94,-181.11
2294,Mark Greatbatch,New Zealand,71,5,30.62,29662,889,33.37,-2.75,-181.21
2295,Chris Jordan,England,11,1,18,8922,247,36.12,-18.12,-181.21
2296,Wasim Jaffer,India,58,1,34.1,28743,771,37.28,-3.18,-181.27
2297,Arthur Carr,England,13,1,19.75,8994,258,34.86,-15.11,-181.33
2298,Young Jack Hearne,England,36,5,26,19147,601,31.86,-5.86,-181.62
2299,Adam Lyth,England,13,0,20.38,7425,216,34.38,-14.00,-181.94
2300,Ashok Mankad,India,42,3,25.41,17084,568,30.08,-4.67,-182.03
2301,Bandula Warnapura,Sri Lanka,8,0,12,5214,150,34.76,-22.76,-182.08
2302,Frank Cameron,New Zealand,30,20,11.6,15651,525,29.81,-18.21,-182.11
2303,Dick Tyldesley,England,7,1,7.83,7183,188,38.21,-30.38,-182.26
2304,Chris Adams,England,8,0,13,5336,149,35.81,-22.81,-182.50
2305,Jean Paul Duminy,South Africa,74,10,32.85,40275,1128,35.70,-2.85,-182.71
2306,Upul Tharanga,Sri Lanka,58,3,31.89,28733,816,35.21,-3.32,-182.71
2307,Les Favell,Australia,31,3,27.03,16476,491,33.56,-6.53,-182.73
2308,Maqsood Ahmed,Pakistan,27,1,19.5,10081,380,26.53,-7.03,-182.75
2309,Teddy Hoad,West Indies,8,0,12.25,4599,131,35.11,-22.86,-182.85
